raw_title,raw_price,is_sold,auction_url
2014 Mercedes-Benz C63 AMG Edition 507,3500005222024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-32/
1999 Mercedes-Benz C43 AMG,850005172024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c43-amg-38/
27k-Mile 2013 Mercedes-Benz C63 AMG Coupe,3675005172024,True,https://bringatrailer.com/listing/2013-mercedes-benz-c63-amg-40/
"2,800-Mile 2012 Mercedes-Benz C63 AMG Black Series",17350005172024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-black-series-w-track-package/
35k-Mile 2014 Mercedes-Benz C63 AMG,3700005132024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-35/
11k-Mile 2010 Mercedes-Benz C300 Sedan,1250005112024,True,https://bringatrailer.com/listing/2010-mercedes-benz-c300-sedan/
2012 Mercedes-Benz C63 AMG Coupe,2425005052024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-68/
20k-Mile 2017 Mercedes-Benz C300 Cabriolet 4MATIC,2635005022024,True,https://bringatrailer.com/listing/2017-mercedes-benz-c300-cabriolet-3/
2012 Mercedes-Benz C300 4MATIC Sport Sedan,1111104272024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c300-sport-sedan/
2004 Mercedes-Benz C320 Wagon,770004272024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c320-wagon-2-2/
2009 Mercedes-Benz C300 4MATIC Sport Sedan,810004202024,True,https://bringatrailer.com/listing/2009-mercedes-benz-c300-sport-sedan/
21k-Mile 1998 Mercedes-Benz C230,1200004182024,True,https://bringatrailer.com/listing/1998-mercedes-benz-c230-6/
8k-Mile 2014 Mercedes-Benz C63 AMG Edition 507,6000004062024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-30-2/
33k-Mile 1995 Mercedes-Benz C280,650004042024,True,https://bringatrailer.com/listing/1995-mercedes-benz-c280-11/
2023 Mercedes-AMG C63 S Coupe Final Edition,11900003312024,True,https://bringatrailer.com/listing/2023-mercedes-benz-c63-s-amg-coupe-final-edition-2/
50k-Mile 1996 Mercedes-Benz C280,755503282024,True,https://bringatrailer.com/listing/1996-mercedes-benz-c280-5/
2002 Mercedes-Benz C240 Sedan 6-Speed,1050003282024,True,https://bringatrailer.com/listing/2002-mercedes-benz-c240-sedan-3/
30k-Mile 2000 Mercedes-Benz C230 Kompressor,1175003272024,True,https://bringatrailer.com/listing/2000-mercedes-benz-c230-kompressor-12/
35k-Mile 2014 Mercedes-Benz C63 AMG,3150003262024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-33/
41k-Mile 1997 Mercedes-Benz C230,680003192024,True,https://bringatrailer.com/listing/1997-mercedes-benz-c230-6/
1999 Mercedes-Benz C280,469903132024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c280-6/
1997 Mercedes-Benz C280,898803012024,True,https://bringatrailer.com/listing/1997-mercedes-benz-c280/
2013 Mercedes-Benz C300 4MATIC Sport Sedan,1875002262024,True,https://bringatrailer.com/listing/2013-mercedes-benz-c300-sport-sedan-3/
13k-Mile 2013 Mercedes-Benz C250 Coupe,1550002242024,True,https://bringatrailer.com/listing/2013-mercedes-benz-c250-coupe/
14k-Mile 2014 Mercedes-Benz C63 AMG Edition 507,5550002222024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-27-2/
2004 Mercedes-Benz C320 Wagon,690102132024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c320-wagon-2/
1999 Mercedes-Benz C230 Kompressor,610002102024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c230-kompressor-7/
2005 Mercedes-Benz C230 Kompressor Sport Sedan,770001292024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c230-kompressor-sport-sedan-7/
2004 Mercedes-Benz C320 Wagon,670001282024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c320-wagon/
40k-Mile 2003 Mercedes-Benz C320 Sedan,820001172024,True,https://bringatrailer.com/listing/2003-mercedes-benz-c320-sedan/
22k-Mile 2002 Mercedes-Benz C230 Kompressor Sport Coupe 6-Speed,1491801092024,True,https://bringatrailer.com/listing/2002-mercedes-benz-c230-kompressor-sport-coupe-6/
